time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.428064,0.00230097118183,-0.551082598048,-0.00191747598486,0.752801071655,0.00153398078789,1.25709725567,0.00230097118183,100.0,0.58751464176,-0.97752925708,-0.0628932123033,1.18193219707,-0.0383495196971,1.2536457989,-0.402286461623,96.2540740967
0.428197,0.00230097118183,-0.551082598048,-0.00191747598486,0.752801071655,0.00153398078789,1.25709725567,0.00230097118183,100.0,0.58751464176,-0.97752925708,-0.0628932123033,1.18193219707,-0.0383495196971,1.2536457989,-0.402286461623,96.2540740967
0.438346,0.0026844663788,-0.551849588442,-0.00153398078789,0.752801071655,0.00191747598486,1.25671376048,0.00191747598486,100.0,0.588281632154,-0.97752925708,-0.0625097171063,1.18154870187,-0.0383495196971,1.25211181811,-0.401519471229,96.2540740967
0.448301,0.00191747598486,-0.551849588442,-0.00191747598486,0.752801071655,0.00230097118183,1.25709725567,0.00191747598486,100.0,0.588281632154,-0.977145761883,-0.0621262219094,1.18193219707,-0.0375825293032,1.25249531331,-0.401519471229,96.2540740967
0.458356,0.00191747598486,-0.551466093245,-0.0026844663788,0.753568062049,0.00153398078789,1.25709725567,0.00191747598486,100.0,0.588281632154,-0.977145761883,-0.0625097171063,1.18154870187,-0.0375825293032,1.25211181811,-0.401135976032,96.2540740967
0.468326,0.00153398078789,-0.551082598048,-0.00191747598486,0.753568062049,0.00153398078789,1.25671376048,0.00191747598486,100.0,0.588281632154,-0.976762266686,-0.0628932123033,1.18154870187,-0.0383495196971,1.25249531331,-0.401135976032,96.2540740967
0.478356,0.00153398078789,-0.551082598048,-0.00230097118183,0.753184566852,0.00230097118183,1.25709725567,0.00230097118183,100.0,0.588665127351,-0.976378771489,-0.0621262219094,1.18193219707,-0.0379660245002,1.25287880851,-0.401519471229,96.2540740967
0.488311,0.00153398078789,-0.551082598048,-0.00153398078789,0.752801071655,0.00153398078789,1.25671376048,0.00230097118183,100.0,0.587131146563,-0.976762266686,-0.0625097171063,1.18193219707,-0.0387330148941,1.2532623037,-0.401135976032,96.2540740967
0.498345,0.00191747598486,-0.551466093245,-0.00230097118183,0.752801071655,0.00191747598486,1.25671376048,0.00230097118183,100.0,0.587898136957,-0.977145761883,-0.0625097171063,1.18078171147,-0.0383495196971,1.25287880851,-0.401135976032,96.2540740967
0.508333,0.00191747598486,-0.551082598048,-0.00230097118183,0.752417576458,0.00153398078789,1.25709725567,0.00230097118183,100.0,0.58751464176,-0.97752925708,-0.0621262219094,1.18154870187,-0.0375825293032,1.25287880851,-0.401135976032,96.2540740967
0.518309,0.00230097118183,-0.551082598048,-0.00191747598486,0.753568062049,0.00191747598486,1.25671376048,0.0026844663788,100.0,0.587898136957,-0.976762266686,-0.0625097171063,1.18116520667,-0.0391165100911,1.25249531331,-0.401902966426,96.2540740967
0.528425,0.00191747598486,-0.551849588442,-0.00230097118183,0.752417576458,0.00115048559091,1.25671376048,0.0026844663788,100.0,0.58751464176,-0.976762266686,-0.0621262219094,1.18193219707,-0.0379660245002,1.25249531331,-0.401135976032,96.2540740967
0.538336,0.00191747598486,-0.551466093245,-0.00115048559091,0.753184566852,0.00153398078789,1.25671376048,0.00191747598486,100.0,0.588665127351,-0.97752925708,-0.0628932123033,1.18078171147,-0.0383495196971,1.25287880851,-0.401135976032,96.2540740967
0.548277,0.00191747598486,-0.551466093245,-0.00230097118183,0.752801071655,0.00153398078789,1.25709725567,0.00191747598486,100.0,0.587898136957,-0.977145761883,-0.0632767075003,1.18154870187,-0.0379660245002,1.25287880851,-0.400752480835,96.2540740967
0.558279,0.00153398078789,-0.551082598048,-0.0026844663788,0.753951557246,0.00230097118183,1.25633026528,0.00191747598486,100.0,0.58751464176,-0.976762266686,-0.0628932123033,1.18116520667,-0.0387330148941,1.25287880851,-0.401135976032,96.2540740967
0.568305,0.00153398078789,-0.551466093245,-0.0026844663788,0.753568062049,0.00230097118183,1.25748075087,0.0026844663788,100.0,0.588281632154,-0.97752925708,-0.0625097171063,1.18154870187,-0.0375825293032,1.25287880851,-0.401135976032,96.2540740967
0.578330,0.00230097118183,-0.551082598048,-0.00191747598486,0.753184566852,0.00153398078789,1.25709725567,0.0026844663788,100.0,0.586747651366,-0.97752925708,-0.0625097171063,1.18078171147,-0.0379660245002,1.25211181811,-0.402286461623,96.2540740967
0.588382,0.00191747598486,-0.551082598048,-0.00230097118183,0.753568062049,0.00191747598486,1.25786424607,0.0026844663788,100.0,0.58751464176,-0.977145761883,-0.0625097171063,1.18154870187,-0.0379660245002,1.2532623037,-0.401519471229,96.2540740967
0.598330,0.00230097118183,-0.551466093245,-0.00230097118183,0.753184566852,0.00153398078789,1.25709725567,0.00230097118183,100.0,0.587898136957,-0.977145761883,-0.0617427267124,1.18116520667,-0.0383495196971,1.25287880851,-0.400752480835,96.2540740967
0.608346,0.00191747598486,-0.551082598048,-0.00191747598486,0.753184566852,0.00230097118183,1.25671376048,0.0026844663788,100.0,0.588665127351,-0.977145761883,-0.0632767075003,1.18231569226,-0.0383495196971,1.25287880851,-0.401902966426,96.2540740967
0.618314,0.00191747598486,-0.551082598048,-0.00230097118183,0.752801071655,0.00191747598486,1.25709725567,0.00191747598486,100.0,0.588281632154,-0.977145761883,-0.0621262219094,1.18078171147,-0.0379660245002,1.2536457989,-0.401902966426,96.2540740967
0.628318,0.00230097118183,-0.551082598048,-0.0026844663788,0.753184566852,0.00191747598486,1.25709725567,0.00230097118183,100.0,0.58751464176,-0.976762266686,-0.0625097171063,1.18116520667,-0.0375825293032,1.25249531331,-0.401519471229,96.2540740967
0.638333,0.00230097118183,-0.551466093245,-0.00230097118183,0.753184566852,0.00153398078789,1.25671376048,0.00230097118183,100.0,0.58751464176,-0.97752925708,-0.0628932123033,1.18154870187,-0.0383495196971,1.2532623037,-0.401902966426,96.2540740967
0.648303,0.00230097118183,-0.551082598048,-0.00153398078789,0.753951557246,0.00153398078789,1.25709725567,0.0026844663788,100.0,0.588281632154,-0.976762266686,-0.0617427267124,1.18116520667,-0.0383495196971,1.25287880851,-0.401135976032,96.2540740967
0.658326,0.00191747598486,-0.551466093245,-0.00191747598486,0.753951557246,0.00115048559091,1.25671376048,0.00306796157577,100.0,0.58751464176,-0.977145761883,-0.0628932123033,1.18154870187,-0.0387330148941,1.2536457989,-0.402286461623,96.2540740967
0.668321,0.00191747598486,-0.551082598048,-0.00191747598486,0.753184566852,0.00191747598486,1.25671376048,0.0026844663788,100.0,0.588281632154,-0.976762266686,-0.0625097171063,1.18078171147,-0.039500005288,1.2540292941,-0.401519471229,96.2540740967
0.678331,0.00230097118183,-0.551082598048,-0.00230097118183,0.753568062049,0.00153398078789,1.25671376048,0.0026844663788,100.0,0.588281632154,-0.97752925708,-0.0617427267124,1.18116520667,-0.0379660245002,1.25249531331,-0.401519471229,96.2540740967
0.688341,0.00230097118183,-0.551466093245,-0.00191747598486,0.752417576458,0.00191747598486,1.25748075087,0.00230097118183,100.0,0.58751464176,-0.976762266686,-0.0628932123033,1.18154870187,-0.0379660245002,1.25249531331,-0.401519471229,96.2540740967
0.698332,0.0026844663788,-0.551082598048,-0.00230097118183,0.753184566852,0.00115048559091,1.25671376048,0.00230097118183,100.0,0.587898136957,-0.977145761883,-0.0621262219094,1.18154870187,-0.0383495196971,1.2532623037,-0.401135976032,96.2540740967
0.708343,0.00153398078789,-0.550315607654,-0.00153398078789,0.753951557246,0.00115048559091,1.25633026528,0.00191747598486,100.0,0.587898136957,-0.977145761883,-0.0625097171063,1.18116520667,-0.0387330148941,1.2532623037,-0.401135976032,96.2540740967
0.718316,0.00191747598486,-0.550699102851,-0.00191747598486,0.752801071655,0.00115048559091,1.25671376048,0.00230097118183,100.0,0.58751464176,-0.977145761883,-0.0625097171063,1.18116520667,-0.0391165100911,1.2532623037,-0.401902966426,96.2540740967
0.728306,0.00191747598486,-0.551082598048,-0.00191747598486,0.753568062049,0.00191747598486,1.25748075087,0.00230097118183,100.0,0.58751464176,-0.977145761883,-0.0617427267124,1.18193219707,-0.0387330148941,1.25287880851,-0.401135976032,96.2540740967
0.738342,0.00230097118183,-0.550315607654,-0.0026844663788,0.752034081261,0.00191747598486,1.25594677008,0.00191747598486,100.0,0.587898136957,-0.977145761883,-0.0621262219094,1.18154870187,-0.0383495196971,1.2536457989,-0.400752480835,96.2540740967
0.748326,0.00230097118183,-0.550699102851,-0.00191747598486,0.752417576458,0.00153398078789,1.25748075087,0.0026844663788,100.0,0.587898136957,-0.977145761883,-0.0625097171063,1.18154870187,-0.0379660245002,1.25287880851,-0.401902966426,96.2540740967
0.758321,0.00230097118183,-0.551082598048,-0.00153398078789,0.753184566852,0.00115048559091,1.25671376048,0.00191747598486,100.0,0.587131146563,-0.976378771489,-0.0628932123033,1.18154870187,-0.0387330148941,1.25249531331,-0.401135976032,96.2540740967
0.768327,0.00191747598486,-0.550699102851,-0.00191747598486,0.754335052443,0.00191747598486,1.25633026528,0.00191747598486,100.0,0.588281632154,-0.977145761883,-0.0621262219094,1.18078171147,-0.0383495196971,1.2536457989,-0.402286461623,96.2540740967
0.778352,0.00230097118183,-0.551082598048,-0.00153398078789,0.753568062049,0.00153398078789,1.25709725567,0.00230097118183,100.0,0.58751464176,-0.976762266686,-0.0621262219094,1.18078171147,-0.0379660245002,1.2536457989,-0.401902966426,96.2540740967
0.788408,0.00230097118183,-0.550699102851,-0.00191747598486,0.753184566852,0.00153398078789,1.25709725567,0.00191747598486,100.0,0.58751464176,-0.977145761883,-0.0617427267124,1.18039821628,-0.0383495196971,1.25287880851,-0.402286461623,96.2540740967
0.798352,0.00191747598486,-0.551466093245,-0.00191747598486,0.752801071655,0.00191747598486,1.25709725567,0.00191747598486,100.0,0.588281632154,-0.97752925708,-0.0628932123033,1.18116520667,-0.0379660245002,1.25249531331,-0.401519471229,96.2540740967
0.808381,0.00191747598486,-0.551082598048,-0.00191747598486,0.752801071655,0.00191747598486,1.25709725567,0.0026844663788,100.0,0.58751464176,-0.976762266686,-0.0625097171063,1.18078171147,-0.0383495196971,1.2536457989,-0.401135976032,96.2540740967
0.818302,0.00230097118183,-0.551082598048,-0.00230097118183,0.752801071655,0.00153398078789,1.25709725567,0.00153398078789,100.0,0.588665127351,-0.977145761883,-0.0625097171063,1.18154870187,-0.0383495196971,1.25249531331,-0.401519471229,96.2540740967
0.828286,0.00230097118183,-0.551082598048,-0.00230097118183,0.752417576458,0.00115048559091,1.25709725567,0.00230097118183,100.0,0.588281632154,-0.977145761883,-0.0621262219094,1.18154870187,-0.0375825293032,1.25249531331,-0.400752480835,96.2540740967
0.838335,0.00153398078789,-0.551082598048,-0.0026844663788,0.753568062049,0.00115048559091,1.25671376048,0.0026844663788,100.0,0.588665127351,-0.977145761883,-0.0625097171063,1.18154870187,-0.0379660245002,1.2532623037,-0.402286461623,96.2540740967
0.848302,0.00191747598486,-0.551466093245,-0.00191747598486,0.752417576458,0.00115048559091,1.25633026528,0.0026844663788,100.0,0.587898136957,-0.977145761883,-0.0621262219094,1.18116520667,-0.0387330148941,1.2536457989,-0.401519471229,96.2540740967
0.858332,0.0026844663788,-0.551849588442,-0.00191747598486,0.753568062049,0.00153398078789,1.25709725567,0.0026844663788,100.0,0.587898136957,-0.977912752277,-0.0625097171063,1.18154870187,-0.0379660245002,1.2540292941,-0.401902966426,96.2540740967
