time,x,y,z,w_x,w_y,w_z,w_w
0.632330,0.7300809678,0.339049209864,0.360756242448,0.0444769796368,0.998573304693,-0.0270514527576,0.0118900101046
0.632609,0.7300809678,0.339049209864,0.360756242448,0.0444769796368,0.998573304693,-0.0270514527576,0.0118900101046
0.642801,0.72972845232,0.339629826419,0.360017666934,0.043825062579,0.998615174343,-0.026907792021,0.0110936103837
0.652821,0.730214678827,0.338792155228,0.360637146731,0.0451823998723,0.998543424855,-0.0270042929616,0.0118468385218
0.662797,0.730190908136,0.33866666706,0.360769451332,0.0455602345319,0.998531907322,-0.026816567618,0.0117968975357
0.672833,0.73014423849,0.338206112557,0.360878579441,0.0452152621053,0.998543347875,-0.0269607736857,0.0118270524755
0.682815,0.729841103359,0.338689773739,0.360593848198,0.0451617818612,0.998547186802,-0.0270573195205,0.0114817529081
0.692796,0.730230771412,0.338814688466,0.360754475581,0.044993735765,0.998562503733,-0.0265548927418,0.0119719485071
0.702816,0.729981873364,0.337734244422,0.360444573606,0.0460642576551,0.998503280743,-0.0271577062523,0.0114778701884
0.712818,0.730237810907,0.337776027305,0.360358624389,0.045889274111,0.998511681418,-0.0270718251362,0.0116495870013
0.723018,0.73003018218,0.338098818401,0.360761786505,0.0456166638982,0.998530690669,-0.0268329949551,0.0116434594648
0.732759,0.729972517374,0.33756271323,0.360818022276,0.0455119911595,0.998534805596,-0.0268816576821,0.0115878019756
0.742811,0.730083147328,0.337466135062,0.360722990203,0.0458796445754,0.998524604875,-0.0266583747339,0.011532680901
0.752810,0.730052615306,0.336681235115,0.360728170944,0.0467033488961,0.998473958893,-0.0271570783226,0.0114474325159
0.762760,0.730365358946,0.336741906622,0.361188750352,0.0467013135097,0.998468269908,-0.0270409923183,0.0122018866182
0.772815,0.730245718927,0.336396017738,0.361167833502,0.0468384123865,0.998465864193,-0.0270004717454,0.0119605891116
0.782755,0.73068434051,0.336306055906,0.361919606679,0.0471241999284,0.99843997787,-0.0270059090311,0.0129460900877
0.792739,0.730358786978,0.336522998978,0.361574605001,0.0467458255902,0.998474663085,-0.0266710260698,0.0123219858465
0.802908,0.73055494106,0.335136784532,0.362229175618,0.0478406734613,0.998409132835,-0.0269152597087,0.0128857374319
0.812808,0.730735535606,0.335576612435,0.362307013742,0.0467856867233,0.998464239094,-0.0266515077346,0.0130368670941
0.822801,0.730511894107,0.335342160939,0.362413266816,0.047786670252,0.998413723939,-0.026821224416,0.012926403899
0.832735,0.730544265487,0.335182392637,0.362618382267,0.0479377020383,0.998399413374,-0.0269877498019,0.013124384129
0.842814,0.73053679286,0.334950906925,0.362570137905,0.0483538843871,0.998390959532,-0.0266243095235,0.0129822930445
0.852796,0.730148516659,0.334943495759,0.362902422018,0.0476421422903,0.998421054612,-0.0268466739739,0.0128405638999
0.862760,0.730239947824,0.334008371843,0.363198426556,0.0487552422503,0.998348610281,-0.0274657054373,0.0129851348578
0.872753,0.729606561469,0.334199521368,0.363206448652,0.0487848143529,0.998361976939,-0.0272896396174,0.0121934597257
0.882742,0.728875413849,0.334210294701,0.363195282881,0.0482549443764,0.998384239612,-0.0277931229035,0.0113098522151
0.892743,0.728101443355,0.333066398677,0.362951977008,0.0490281154372,0.998349881774,-0.0281775488148,0.00998915418101
0.902808,0.727465623022,0.333412250213,0.362959428342,0.0486902203442,0.998370896538,-0.0282713343607,0.00924916437096
0.912741,0.726759696386,0.332554267037,0.363810322196,0.0489729466398,0.99835153896,-0.0286454574534,0.00867714933412
0.922745,0.725967115802,0.332660363199,0.362810522904,0.0487545330019,0.998353431735,-0.0293279263559,0.00730024592778
0.932743,0.725391778323,0.332290756716,0.362357973136,0.0493418566549,0.998326073027,-0.0295337685277,0.00617977445951
0.942751,0.725235393353,0.333559501586,0.363006847119,0.048536581887,0.99837702499,-0.0290585545116,0.00656632327932
0.952746,0.725609457678,0.332088172289,0.362622899447,0.0492886522221,0.998313492153,-0.0299327042754,0.00669577189764
0.962791,0.725690303001,0.331659438528,0.361878496389,0.0495738937958,0.998298096255,-0.0300575192355,0.0063155050714
0.972817,0.726147184626,0.332630242992,0.362050249235,0.0490748433601,0.998331501736,-0.0295965778312,0.00706505286933
0.982831,0.726519773251,0.333291360871,0.361696223959,0.0484509205173,0.998373821464,-0.0291158341513,0.00738167449743
0.992823,0.727806161467,0.3330426539,0.361480584467,0.0487323950781,0.998359490876,-0.0287966911024,0.0086157547594
1.002742,0.728878225916,0.333562064984,0.361096106747,0.0486767710139,0.9983582814,-0.0284891901939,0.00998398549197
1.012791,0.730387129249,0.334155983261,0.361002106577,0.0483746152105,0.998378283713,-0.0276217723845,0.0117361366288
1.022802,0.731760999735,0.334069943709,0.361098914482,0.0480666318846,0.998386619596,-0.0270297485861,0.0135332701878
1.032802,0.732648174171,0.334259454999,0.360741898427,0.048569614125,0.998356298719,-0.0267604127527,0.014476660555
1.042814,0.733522901875,0.334044110268,0.360401154645,0.0486814095051,0.998339686811,-0.0267709005734,0.0152088457386
1.052793,0.733831575831,0.333844668295,0.360176893228,0.0490482336319,0.998321139556,-0.0266893019256,0.0153900700257
1.062744,0.735029394567,0.333598592456,0.360817743166,0.0496277797271,0.998282860492,-0.0259366414759,0.017196062224
1.072782,0.735892738546,0.333901881332,0.359868193459,0.0495029878673,0.998293355912,-0.0254321696795,0.0176927804528
1.082753,0.736934641223,0.333094160502,0.359644845923,0.049486508815,0.998279533746,-0.0251936276178,0.0188238964472
1.092816,0.738593858839,0.333517489462,0.359546676072,0.0499286342552,0.99824145154,-0.0243703218913,0.0206693811962
1.102753,0.739647500298,0.334399461585,0.359568793224,0.049037122516,0.998280968337,-0.0233731973433,0.022003693263
1.112714,0.740648045814,0.333680311749,0.358630595499,0.0499194796729,0.998225152501,-0.0233242611776,0.0225957806853
1.122824,0.741527585911,0.333548946111,0.35806588689,0.0498262120506,0.998233464715,-0.022548190228,0.0232137380298
1.132765,0.742583821457,0.333276410547,0.358265465023,0.0496870064392,0.998213550358,-0.0223296563923,0.0245417138598
1.142800,0.743355052399,0.333326496221,0.357212302575,0.0496246814816,0.998217935345,-0.021878603965,0.0248931964877
1.152814,0.744559715301,0.332189055432,0.357098282098,0.0508786994422,0.99811888138,-0.0219377007343,0.0262448825987
1.162825,0.745578721723,0.332059009817,0.356653053692,0.0505846719888,0.998118937896,-0.0215672921785,0.0271040344023
1.172756,0.746733226199,0.330852637359,0.356085491772,0.051431883459,0.998061567276,-0.0211254669647,0.0279568227017
1.182813,0.747657939432,0.331193431556,0.355359347364,0.0512711232138,0.998064741109,-0.0206549599368,0.028485384134
1.192768,0.74854765366,0.33139933093,0.354507576267,0.0505234350901,0.998098317059,-0.019986349389,0.0291149073453
1.202814,0.749917340216,0.330813933567,0.35411750111,0.0512604706646,0.998031751909,-0.0195182218479,0.0303977851963
1.212812,0.750994114077,0.329685201858,0.353288417458,0.0513789643876,0.997997332544,-0.0196868593907,0.0312082332289
1.222815,0.752453475156,0.329797820183,0.353374465169,0.0515122910688,0.997946084881,-0.0189702545443,0.0330185551137
1.232827,0.75391042605,0.328158802551,0.352264802739,0.0516894214517,0.997898227352,-0.0190010135005,0.034151032838
1.242800,0.755146084768,0.328406381317,0.351427773966,0.0512957129514,0.997904261865,-0.0181906727717,0.0349990486822
1.252817,0.756353361153,0.326921021613,0.350696903231,0.0520675463845,0.997831097086,-0.0182337020208,0.0359110625452
1.262811,0.757358179811,0.326710445773,0.349595676748,0.0521142443647,0.997802304935,-0.0181055387052,0.0366995268313
1.272814,0.758513594707,0.327034487026,0.348413995772,0.051357552949,0.997832350149,-0.0170020412189,0.0374690985333
1.282814,0.759484801003,0.32596350383,0.347144485447,0.0519256693035,0.997773148488,-0.0173075681156,0.0381171498061
1.292812,0.760971353605,0.324832688869,0.346759691592,0.0531799431708,0.997652395795,-0.0168704902321,0.0397111743485
1.302808,0.761968435423,0.325504018022,0.34538828676,0.0525904325948,0.997669376341,-0.0163147889203,0.0402975132348
1.312815,0.762812303418,0.324671308564,0.344386640203,0.052381179779,0.997670075229,-0.0158309155033,0.040743283016
1.322811,0.76446206239,0.323345399611,0.343192767507,0.0525472367105,0.997605649527,-0.0158737705709,0.0420687455796
1.332821,0.765901828065,0.321855664638,0.342364378941,0.0512647744592,0.997606508405,-0.0162397676127,0.0434677723854
1.342818,0.7669981924,0.321758905387,0.340868608483,0.050812370845,0.997605776743,-0.0158327516425,0.044160402553
1.352809,0.768309030108,0.321174105252,0.339666085787,0.0504358597568,0.99758218281,-0.0153999080066,0.0452642841952
1.362756,0.76943319359,0.320144138615,0.337821907595,0.0498165506668,0.997599073136,-0.0153362366954,0.0455982499916
1.372807,0.771645552862,0.318829850413,0.337085200727,0.0496346080761,0.99750535567,-0.0151526082662,0.0478525814626
1.382853,0.772678986348,0.319418324458,0.335494451248,0.0484738185244,0.99753906114,-0.0144593304704,0.048549337584
1.392821,0.773768405507,0.317904717183,0.334250837769,0.0478804575283,0.997529049924,-0.0145514165781,0.049310370306
1.402772,0.774909260026,0.317228350907,0.332774002034,0.0474699377753,0.997510256866,-0.014540899372,0.0500844756461
1.412752,0.77583141579,0.31738018745,0.331796785264,0.0463371218217,0.997532269684,-0.0137332714579,0.0509277854893
1.422769,0.776954080089,0.315741735256,0.329861732019,0.0467393830322,0.997497546477,-0.0140221221397,0.0511610685686
1.432734,0.778164775033,0.315422752315,0.328796428349,0.0463678919153,0.997472456708,-0.0132258263695,0.0521899820437
1.442747,0.779023751134,0.314060089903,0.326650641941,0.0468726811584,0.997440823658,-0.0135712219594,0.0522549231694
1.452789,0.779792691625,0.313353562976,0.324884383129,0.0464397668285,0.997458303228,-0.0132899979524,0.0523799325463
1.462811,0.781222130967,0.313568734981,0.323437564274,0.0463715007527,0.997411291593,-0.0122823727619,0.053568112148
1.472812,0.782093405088,0.312008712279,0.321933220774,0.0469261623321,0.997362700071,-0.0123650184706,0.053969307151
1.482799,0.783341001227,0.311421675511,0.320494027174,0.04655032795,0.99732496132,-0.0123930951762,0.0549763557192
1.492744,0.784181815145,0.310805830356,0.318701465325,0.0468450446926,0.997312840296,-0.0116432640649,0.0551096613104
1.502775,0.785440889073,0.310503532051,0.317051833098,0.0468883781043,0.99727470122,-0.0112304452439,0.0558437767753
1.512806,0.78652859479,0.309327532009,0.315546549356,0.0477637963086,0.997196817722,-0.010932889847,0.0565473112266
1.522807,0.787221683812,0.308672241823,0.313692477892,0.0481779334678,0.997180364203,-0.0106754531119,0.0565353223729
1.532810,0.788104115962,0.307632137108,0.311718772275,0.0487544349186,0.997141162551,-0.0105771447858,0.0567506037896
1.542745,0.788985219289,0.307158483995,0.310287744715,0.0490369489112,0.997101061106,-0.00998736404643,0.0573158280315
1.552777,0.790487217054,0.307018418636,0.308865029496,0.0490131415293,0.997045211872,-0.00919599821584,0.0584293681018
1.563551,0.791303628176,0.306092085572,0.306727031708,0.0487616778235,0.997054731111,-0.00942037951657,0.0584415810372
1.572741,0.792408354481,0.306299429847,0.305544996068,0.048245554026,0.997033396606,-0.00835447827042,0.059388342808
1.582770,0.793584842054,0.30468508529,0.30422002475,0.0497672298458,0.996915131008,-0.00828536289562,0.060123183243
1.592747,0.794866486646,0.304391829268,0.302931496926,0.0499787795813,0.996839497125,-0.00786068876305,0.0612482500601
1.602830,0.796242872142,0.303970583442,0.301491694344,0.0491762397864,0.996819405744,-0.0076210073734,0.0622470081107
1.612846,0.797046497343,0.303956274949,0.299663085973,0.0494383609631,0.996812770096,-0.00683224212918,0.0622372099865
1.622806,0.797822293373,0.303934671256,0.298224502516,0.0497300710107,0.996776760004,-0.00566363863011,0.0626971606306
1.632743,0.799408380039,0.302074573083,0.296647920499,0.0503771657459,0.996670271188,-0.006031129356,0.0638289681838
1.642812,0.800845406288,0.302963641652,0.295856647161,0.0500002651335,0.99660707286,-0.00494672523996,0.0651908407728
1.652809,0.801858236225,0.302006516248,0.293651666468,0.050379702722,0.996574607986,-0.00495538130678,0.0653940399954
1.662750,0.803017620818,0.301492389408,0.292426860264,0.0516886446259,0.996464282552,-0.00429213882877,0.0660968619452
1.672800,0.804776541013,0.301648100642,0.291457092617,0.0515248171169,0.996362707156,-0.00340209678222,0.0677862430545
1.682756,0.806106846587,0.302006661263,0.289970378378,0.0514410684703,0.996319142507,-0.00254290283786,0.0685238381465
1.692794,0.807366993311,0.300296072175,0.288581930969,0.0518782138345,0.996240044608,-0.00276839398736,0.0693308044303
1.702811,0.808621293892,0.299820431261,0.286982610617,0.0525871151961,0.996155474235,-0.00209668068183,0.0700319241294
1.712815,0.809932069092,0.298778062997,0.285844702777,0.0532272860657,0.996064657994,-0.00190670767652,0.0708407903585
1.722814,0.810711495793,0.298830348477,0.28403997801,0.0537269526524,0.996028772946,-0.00130237800419,0.0709817006953
1.732794,0.811940379594,0.298499350724,0.282767338825,0.053627214053,0.995984399661,-0.000472381014585,0.0716866403262
1.742744,0.813776917116,0.297649741711,0.281269413002,0.0549144571347,0.995815159741,-0.000269644584159,0.073051333448
1.752757,0.814929110681,0.298260539909,0.280562623546,0.0539462996802,0.995787905593,0.000330813823012,0.0741359183351
1.762814,0.816333402421,0.297120327645,0.279114815913,0.0554330874083,0.995644313447,0.000928871610329,0.0749580623982
1.772745,0.817606708473,0.297103455645,0.277403108804,0.0552177482171,0.995615838635,0.00124658873312,0.0754887286724
1.782797,0.818823009929,0.29631376358,0.275813915678,0.055954768601,0.995530416135,0.00144888054669,0.076066780959
1.792819,0.819575337357,0.295639736687,0.27375053123,0.0562695732368,0.995512821912,0.00180893412903,0.0760571120583
1.802798,0.82081767305,0.295403702225,0.272812630236,0.0564840535568,0.99543143867,0.00235420143152,0.0769432280104
1.812739,0.822112467619,0.295763873599,0.270711768786,0.0560918785016,0.995423214892,0.00326499577513,0.0773024205477
