time,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
0.000000,0.874752662172,-0.720965315459,-0.709464829632,0.691050480361,0.58713137115,1.15623532553,-0.360862415931
0.012024,0.874752739156,-0.720954655734,-0.709462425434,0.691035409726,0.587131810332,1.15623061332,-0.360850041629
0.024048,0.874752614268,-0.720939601375,-0.709459059225,0.691013731652,0.587132456394,1.15622454778,-0.360832566362
0.036072,0.874752123299,-0.720920724074,-0.709454881091,0.69098598485,0.587133304068,1.15621778899,-0.360810654869
0.048096,0.874751097735,-0.720898558131,-0.709450034403,0.690952648063,0.587134350719,1.15621099527,-0.360784929139
0.060120,0.874749363658,-0.720873601602,-0.709444656491,0.690914139941,0.587135596577,1.15620482695,-0.360755969828
0.072144,0.874746740623,-0.720846317445,-0.709438879375,0.690870818907,0.587137044994,1.15619995029,-0.360724317693
0.084168,0.874743040541,-0.720817134666,-0.709432830571,0.690822983032,0.587138702754,1.1561970415,-0.360690475027
0.096192,0.874738066582,-0.720786449474,-0.709426633985,0.690770869983,0.587140580419,1.15619679076,-0.36065490712
0.108216,0.874731612116,-0.720754626458,-0.709420410887,0.690714657081,0.587142692732,1.15619990628,-0.360618043737
0.120240,0.874723459744,-0.720721999778,-0.709414280991,0.690654461536,0.587145059072,1.15620711818,-0.360580280634
0.132265,0.874713380419,-0.720688874389,-0.709408363656,0.690590340914,0.587147703966,1.15621918228,-0.360541981095
0.144289,0.874701132728,-0.720655527287,-0.709402779191,0.690522293906,0.587150657671,1.15623688358,-0.360503477507
0.156313,0.874686462351,-0.720622208793,-0.7093976503,0.69045026146,0.587153956819,1.15626103931,-0.360465072955
0.168337,0.874669101749,-0.72058914386,-0.709393103655,0.690374128351,0.587157645136,1.15629250157,-0.360427042844
0.180361,0.874648770116,-0.720556533414,-0.70938927161,0.690293725243,0.587161774239,1.1563321592,-0.360389636539
0.192385,0.874625173652,-0.72052455572,-0.709386294053,0.69020883131,0.587166404505,1.15638093906,-0.360353079004
0.204409,0.874598006168,-0.720493367766,-0.709384320397,0.690119177458,0.587171606029,1.15643980628,-0.360317572436
0.216433,0.874566950085,-0.720463106661,-0.709383511701,0.690024450203,0.587177459649,1.15650976359,-0.360283297879
0.228457,0.874531677833,-0.720433891037,-0.709384042923,0.689924296209,0.587184058063,1.15659184948,-0.360250416794
0.240481,0.874491853689,-0.720405822452,-0.709386105276,0.689818327529,0.587191507012,1.15668713522,-0.360219072586
0.252505,0.874447136042,-0.720378986774,-0.709389908686,0.689706127511,0.587199926535,1.15679672056,-0.360189392049
0.264529,0.874397180108,-0.720353455539,-0.709395684319,0.689587257368,0.587209452287,1.15692172812,-0.360161486733
0.276553,0.874341641067,-0.720329287285,-0.709403687147,0.689461263364,0.587220236906,1.15706329645,-0.360135454209
0.288577,0.874280177612,-0.72030652883,-0.709414198536,0.68932768455,0.587232451416,1.15722257176,-0.36011137922
0.300601,0.87421245586,-0.720285216503,-0.709427528794,0.689186060973,0.587246286658,1.15740069841,-0.360089334712
0.312625,0.874138153593,-0.720265377314,-0.709444019657,0.689035942255,0.587261954704,1.15759880812,-0.360069382735
0.324649,0.874056964767,-0.720247030049,-0.709464046648,0.688876896433,0.58727969026,1.15781800825,-0.360051575211
0.336673,0.87396860421,-0.720230186296,-0.709488021257,0.688708518929,0.587299752004,1.15805936897,-0.360035954569
0.348697,0.873872812453,-0.720214851389,-0.709516392896,0.688530441501,0.587322423839,1.15832390983,-0.36002255426
0.360721,0.873769360593,-0.720201025264,-0.709549650538,0.68834234104,0.587348016023,1.15861258567,-0.360011399134
0.372745,0.873658055104,-0.720188703232,-0.709588324001,0.688143948041,0.587376866128,1.15892627225,-0.360002505717
0.384770,0.873538742505,-0.720177876664,-0.709632984788,0.687935054605,0.587409339792,1.15926575175,-0.359995882389
0.396794,0.873411313791,-0.720168533586,-0.70968424642,0.687715521798,0.587445831215,1.15963169848,-0.359991529468
0.408818,0.873275708532,-0.720160659186,-0.709742764191,0.68748528623,0.587486763347,1.16002466497,-0.35998943923
0.420842,0.873131918543,-0.720154236241,-0.709809234272,0.687244365701,0.587532587722,1.16044506878,-0.359989595887
0.432866,0.872979991055,-0.720149245451,-0.709884392106,0.686992863784,0.587583783878,1.16089318021,-0.359991975518
0.444890,0.872820031291,-0.720145665701,-0.709969010021,0.686730973232,0.587640858334,1.16136911126,-0.359996546001
0.456914,0.872652204385,-0.720143474249,-0.710063894033,0.686458978098,0.587704343048,1.16187280602,-0.36000326694
0.468938,0.872476736593,-0.720142646843,-0.71016987977,0.68617725452,0.587774793339,1.16240403264,-0.360012089627
0.480962,0.872293915732,-0.720143157775,-0.710287827511,0.685886270085,0.58785278522,1.16296237721,-0.360022957034
0.492986,0.872104090834,-0.720144979879,-0.710418616309,0.685586581783,0.587938912119,1.16354723962,-0.360035803866
0.505010,0.871907670981,-0.720148084492,-0.710563137213,0.685278832523,0.588033780961,1.16415783152,-0.360050556674
0.517034,0.871705123332,-0.720152441362,-0.710722285602,0.684963746272,0.588138007613,1.16479317648,-0.360067134059
0.529058,0.87149697035,-0.720158018539,-0.710896952669,0.684642121857,0.588252211675,1.16545211247,-0.360085446943
0.541082,0.871283786253,-0.720164782245,-0.711088016117,0.684314825544,0.588377010649,1.16613329655,-0.360105398943
0.553106,0.87106619275,-0.72017269673,-0.711296330157,0.68398278248,0.588513013517,1.16683521181,-0.360126886825
0.565130,0.8708448541,-0.720181724141,-0.711522714896,0.683646967176,0.58866081376,1.16755617648,-0.360149801056
