time,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
0.652752,0.84475662547,-0.676860938029,-0.711817561148,0.75540865634,0.748916971427,1.00967786307,-0.641000370561
0.662728,0.845770867502,-0.675883340407,-0.711025525034,0.755516966403,0.750252176557,1.00979547397,-0.640226803885
0.672705,0.846815081977,-0.675103984523,-0.710377664861,0.755551999219,0.75141124434,1.01001154337,-0.639334454018
0.682681,0.847758908082,-0.674092912535,-0.709765505161,0.755495890448,0.752509362264,1.01024516209,-0.638701153949
0.692658,0.848552225044,-0.672816361247,-0.709189384217,0.755314367902,0.753566410251,1.01037860111,-0.638185593556
0.702634,0.849167540174,-0.671456550899,-0.708628089199,0.754957939575,0.754635524879,1.01037401381,-0.637578446592
0.712611,0.849572537086,-0.670233789458,-0.707970399796,0.754384407905,0.755860223358,1.01033965759,-0.636945070538
0.722587,0.849881619037,-0.66907109477,-0.707261398195,0.753773944584,0.757130761584,1.0104084849,-0.636834172647
0.732564,0.850399805869,-0.667723407002,-0.706871287291,0.752948537311,0.758304860217,1.01083579559,-0.636719095502
0.742540,0.850820415878,-0.666342691081,-0.706612733011,0.751857375857,0.759471661229,1.01143373414,-0.63638278628
0.752516,0.850974494176,-0.665167850976,-0.706376957906,0.750550991206,0.760709064859,1.01211290694,-0.635912007901
0.762493,0.850894251871,-0.664253008047,-0.70615266898,0.749058539189,0.762061409551,1.0128366704,-0.635434087708
0.772469,0.850799000985,-0.663411844804,-0.705983317328,0.747378892849,0.763522141549,1.01359429604,-0.635019005667
0.782446,0.850969572924,-0.662348064232,-0.705731630539,0.745620718509,0.765012450378,1.01430747653,-0.634652329077
0.792422,0.850974816602,-0.661068978031,-0.705220243965,0.743735570157,0.766535127356,1.01508109964,-0.634135715795
0.802399,0.850681198164,-0.659656783877,-0.704806469282,0.741668025953,0.76815885785,1.01597689747,-0.63343563891
0.812375,0.850254694964,-0.658194372162,-0.704708813827,0.739515762697,0.769867471468,1.01695536963,-0.632769618852
0.822352,0.849804191818,-0.656781094146,-0.704863261864,0.737337578819,0.771558387387,1.01795672761,-0.63218829147
0.832328,0.849360145303,-0.655469894745,-0.705009312832,0.735123721542,0.773135013147,1.01895997036,-0.631636893198
0.842304,0.848934011096,-0.654166860652,-0.704885161244,0.732795328922,0.774663262256,1.02006443739,-0.631175492215
0.852281,0.848433201759,-0.653027858849,-0.704928572915,0.730523101883,0.776266376,1.02123581857,-0.630840689077
0.862257,0.847983399184,-0.652037752582,-0.705222204048,0.728234394212,0.777728099474,1.02233379201,-0.630453130057
0.872234,0.847491076534,-0.6508198753,-0.705370034223,0.725656652407,0.779177416192,1.02336399628,-0.630178736863
0.882210,0.847016042873,-0.649297675441,-0.705368404517,0.72284648251,0.780801935296,1.02436155595,-0.629974332469
0.892187,0.846609306252,-0.64761596172,-0.705419091856,0.720006564236,0.782681525658,1.02537742395,-0.629682364581
0.902163,0.846167023427,-0.646017764136,-0.705706232397,0.71728613118,0.784671660598,1.02646633681,-0.629175604602
0.912140,0.845426961952,-0.644468830533,-0.705975096549,0.714497917355,0.786674466956,1.02770048549,-0.629141714953
0.922116,0.844444194533,-0.642921230248,-0.706302773248,0.711616283478,0.788465436576,1.0290549532,-0.629233040227
0.932093,0.84349806037,-0.641691892021,-0.706561257819,0.70872817116,0.789845496785,1.03035637753,-0.629025313252
0.942069,0.842791180335,-0.640714205875,-0.706840831203,0.70580635424,0.791104638176,1.03167180052,-0.628706351162
0.952045,0.842246924103,-0.639710293745,-0.707256056159,0.702768768752,0.792470416761,1.03311893,-0.628516488371
0.962022,0.841515832175,-0.638372500119,-0.707809571486,0.699553979726,0.793943415533,1.03474677956,-0.628500269558
0.971998,0.840396941229,-0.636856186627,-0.708080417872,0.696385425979,0.795719402693,1.0363244184,-0.628437048381
0.981975,0.839408283363,-0.635472786676,-0.708329475976,0.693191266713,0.797484546798,1.03771172304,-0.628475819117
0.991951,0.838383814642,-0.634104102998,-0.708907525382,0.690076407952,0.798994491129,1.03904168874,-0.628608124959
1.001928,0.83740297744,-0.632622197505,-0.709462020159,0.686901282187,0.80038311089,1.04039410191,-0.628713561374
1.011904,0.836556833248,-0.631136673551,-0.709752565734,0.683628434181,0.801845251974,1.04181570498,-0.628808255093
1.021881,0.835835281433,-0.629873716388,-0.709824269947,0.680320784954,0.803479896082,1.04332045645,-0.628989788656
1.031857,0.834961972175,-0.628815107948,-0.710058215259,0.676995815989,0.805079213614,1.04489956901,-0.629211308223
1.041833,0.83399536231,-0.627570013756,-0.710730680094,0.673554075396,0.80679149497,1.04647244892,-0.629592753043
1.051810,0.833026178741,-0.626310545766,-0.711322199146,0.670262985133,0.808555618953,1.0480843789,-0.630015107435
1.061786,0.832097622956,-0.624977895572,-0.711871015226,0.667187303813,0.810277532227,1.04968648546,-0.630309680246
1.071763,0.831185957308,-0.623645531884,-0.712404546718,0.664208222686,0.811946811199,1.05126589391,-0.630415046965
1.081739,0.830227198912,-0.62241377242,-0.712934260726,0.661141476141,0.813617969795,1.05283473096,-0.630413621106
1.091716,0.829159703586,-0.62127302645,-0.713475273987,0.6578775717,0.815373394932,1.0544077688,-0.630536076699
1.101692,0.828235067087,-0.619914034633,-0.713964554027,0.654674855033,0.817193285045,1.05594240229,-0.630782306137
1.111669,0.827330556285,-0.618694163958,-0.714624920906,0.651389631442,0.81934887891,1.05731327499,-0.631124284893
1.121645,0.826288734602,-0.617814326381,-0.71539219025,0.6479367404,0.821355547485,1.05880284411,-0.631255674694
